Supplier_Name,Part_Number,Price_USD,PO_Number,PO_Created_Date,Original_Promise_Date,Supplier_Delivered_Date,Delivery_Speed_Days,Delay_Days,On_Time_Delivery,Year
Supplier B,PART-0022,257.67,PO-414421,2024-03-21,2024-04-03,2024-04-10,20,7,0,2024
Supplier B,PART-0048,106.01,PO-414422,2025-10-22,2025-10-27,2025-10-25,3,-2,1,2025
Supplier C,PART-0033,203.0,PO-414423,2025-10-27,2025-11-10,2025-11-24,28,14,0,2025
Supplier A,PART-0038,246.06,PO-414424,2024-03-19,2024-04-05,2024-04-07,19,2,0,2024
Supplier A,PART-0029,139.98,PO-414425,2024-02-18,2024-02-21,2024-02-19,1,-2,1,2024
Supplier B,PART-0004,220.32,PO-414426,2025-06-10,2025-06-30,2025-07-11,31,11,0,2025
Supplier A,PART-0094,239.65,PO-414427,2025-02-10,2025-02-27,2025-03-09,27,10,0,2025
Supplier C,PART-0049,270.71,PO-414428,2024-10-10,2024-10-23,2024-11-05,26,13,0,2024
Supplier A,PART-0010,67.19,PO-414429,2025-04-07,2025-04-14,2025-04-13,6,-1,1,2025
Supplier A,PART-0055,347.43,PO-414430,2024-06-14,2024-07-03,2024-07-10,26,7,0,2024
Supplier A,PART-0013,121.24,PO-414431,2024-07-01,2024-07-07,2024-07-05,4,-2,1,2024
Supplier C,PART-0091,59.92,PO-414432,2024-02-12,2024-02-17,2024-02-13,1,-4,1,2024
Supplier C,PART-0095,148.86,PO-414433,2025-08-11,2025-08-15,2025-08-11,0,-4,1,2025
Supplier A,PART-0088,304.93,PO-414434,2024-07-29,2024-08-23,2024-09-03,36,11,0,2024
Supplier C,PART-0051,283.84,PO-414435,2025-05-31,2025-06-10,2025-06-17,17,7,0,2025
Supplier A,PART-0012,91.96,PO-414436,2025-01-28,2025-02-03,2025-01-29,1,-5,1,2025
Supplier B,PART-0047,94.88,PO-414437,2025-04-09,2025-04-16,2025-04-12,3,-4,1,2025
Supplier B,PART-0039,121.38,PO-414438,2025-07-13,2025-07-17,2025-07-16,3,-1,1,2025
Supplier B,PART-0042,73.57,PO-414439,2024-08-29,2024-09-05,2024-08-31,2,-5,1,2024
Supplier A,PART-0069,344.68,PO-414440,2024-10-21,2024-11-05,2024-11-08,18,3,0,2024
Supplier C,PART-0047,306.16,PO-414441,2024-11-05,2024-11-22,2024-11-26,21,4,0,2024
Supplier A,PART-0050,160.17,PO-414442,2025-10-24,2025-11-09,2025-11-21,28,12,0,2025
Supplier B,PART-0014,184.66,PO-414443,2025-12-19,2025-12-29,2026-01-04,16,6,0,2025
Supplier A,PART-0051,268.2,PO-414444,2025-09-17,2025-10-09,2025-10-14,27,5,0,2025
Supplier A,PART-0006,94.07,PO-414445,2025-05-09,2025-05-16,2025-05-13,4,-3,1,2025
Supplier A,PART-0096,388.7,PO-414446,2024-10-01,2024-10-24,2024-10-27,26,3,0,2024
Supplier A,PART-0037,168.33,PO-414447,2025-04-09,2025-04-21,2025-04-29,20,8,0,2025
Supplier B,PART-0093,354.62,PO-414448,2024-07-18,2024-08-02,2024-08-05,18,3,0,2024
Supplier A,PART-0007,94.18,PO-414449,2025-12-02,2025-12-08,2025-12-04,2,-4,1,2025
Supplier C,PART-0085,98.97,PO-414450,2025-09-29,2025-10-02,2025-09-29,0,-3,1,2025
Supplier C,PART-0075,106.68,PO-414451,2024-01-01,2024-01-07,2024-01-02,1,-5,1,2024
Supplier A,PART-0044,300.52,PO-414452,2025-09-24,2025-10-17,2025-10-21,27,4,0,2025
Supplier B,PART-0036,120.45,PO-414453,2024-07-22,2024-07-27,2024-07-26,4,-1,1,2024
Supplier C,PART-0043,206.46,PO-414454,2025-06-29,2025-07-23,2025-07-31,32,8,0,2025
Supplier B,PART-0024,267.5,PO-414455,2024-01-30,2024-02-09,2024-02-10,11,1,0,2024
Supplier C,PART-0085,96.16,PO-414456,2024-06-17,2024-06-20,2024-06-15,-2,-5,1,2024
Supplier B,PART-0022,291.1,PO-414457,2024-07-31,2024-08-21,2024-08-31,31,10,0,2024
Supplier B,PART-0098,314.04,PO-414458,2024-04-30,2024-05-14,2024-05-20,20,6,0,2024
Supplier A,PART-0049,285.55,PO-414459,2024-05-13,2024-05-31,2024-06-07,25,7,0,2024
Supplier A,PART-0084,318.69,PO-414460,2025-07-08,2025-07-21,2025-07-28,20,7,0,2025
Supplier B,PART-0053,122.0,PO-414461,2025-06-15,2025-06-19,2025-06-14,-1,-5,1,2025
Supplier A,PART-0088,224.47,PO-414462,2024-05-31,2024-06-13,2024-06-26,26,13,0,2024
Supplier B,PART-0095,240.09,PO-414463,2024-08-05,2024-08-22,2024-08-30,25,8,0,2024
Supplier B,PART-0097,349.1,PO-414464,2025-04-22,2025-05-17,2025-05-28,36,11,0,2025
Supplier B,PART-0033,258.53,PO-414465,2025-05-04,2025-05-27,2025-06-01,28,5,0,2025
Supplier B,PART-0002,305.77,PO-414466,2025-12-18,2026-01-10,2026-01-19,32,9,0,2025
Supplier A,PART-0052,301.53,PO-414467,2025-01-19,2025-02-08,2025-02-13,25,5,0,2025
Supplier B,PART-0055,83.8,PO-414468,2025-11-15,2025-11-19,2025-11-19,4,0,1,2025
Supplier C,PART-0042,252.64,PO-414469,2025-10-03,2025-10-25,2025-10-29,26,4,0,2025
Supplier B,PART-0049,102.16,PO-414470,2024-01-10,2024-01-17,2024-01-13,3,-4,1,2024
Supplier A,PART-0021,147.99,PO-414471,2025-03-30,2025-04-06,2025-04-01,2,-5,1,2025
Supplier A,PART-0023,99.9,PO-414472,2025-09-16,2025-09-22,2025-09-19,3,-3,1,2025
Supplier A,PART-0090,369.53,PO-414473,2024-04-16,2024-04-29,2024-05-09,23,10,0,2024
Supplier B,PART-0011,200.7,PO-414474,2024-10-04,2024-10-21,2024-10-23,19,2,0,2024
Supplier B,PART-0068,191.97,PO-414475,2024-05-08,2024-05-26,2024-06-06,29,11,0,2024
Supplier A,PART-0018,81.92,PO-414476,2024-02-11,2024-02-17,2024-02-16,5,-1,1,2024
Supplier A,PART-0090,281.9,PO-414477,2024-06-12,2024-07-04,2024-07-06,24,2,0,2024
Supplier C,PART-0005,352.29,PO-414478,2024-08-18,2024-08-30,2024-09-11,24,12,0,2024
Supplier A,PART-0042,399.48,PO-414479,2025-11-16,2025-11-29,2025-12-07,21,8,0,2025
Supplier C,PART-0071,114.47,PO-414480,2024-02-11,2024-02-16,2024-02-16,5,0,1,2024
Supplier C,PART-0041,200.36,PO-414481,2024-06-01,2024-06-11,2024-06-23,22,12,0,2024
Supplier B,PART-0048,62.44,PO-414482,2025-07-30,2025-08-03,2025-08-03,4,0,1,2025
Supplier B,PART-0009,165.97,PO-414483,2024-04-30,2024-05-23,2024-06-02,33,10,0,2024
Supplier B,PART-0082,236.02,PO-414484,2024-12-21,2025-01-13,2025-01-21,31,8,0,2024
Supplier B,PART-0081,386.49,PO-414485,2024-12-09,2024-12-24,2025-01-05,27,12,0,2024
Supplier A,PART-0083,300.26,PO-414486,2024-08-24,2024-09-11,2024-09-26,33,15,0,2024
Supplier B,PART-0030,161.51,PO-414487,2024-10-27,2024-11-20,2024-11-25,29,5,0,2024
Supplier C,PART-0025,211.19,PO-414488,2024-03-05,2024-03-18,2024-03-23,18,5,0,2024
Supplier A,PART-0073,173.97,PO-414489,2024-09-20,2024-10-02,2024-10-06,16,4,0,2024
Supplier A,PART-0048,217.49,PO-414490,2024-09-17,2024-10-06,2024-10-12,25,6,0,2024
Supplier B,PART-0006,237.87,PO-414491,2024-04-10,2024-05-05,2024-05-18,38,13,0,2024
Supplier B,PART-0018,362.63,PO-414492,2024-04-25,2024-05-15,2024-05-19,24,4,0,2024
Supplier A,PART-0086,255.24,PO-414493,2024-01-20,2024-02-04,2024-02-15,26,11,0,2024
Supplier A,PART-0036,205.59,PO-414494,2024-11-17,2024-12-09,2024-12-18,31,9,0,2024
Supplier B,PART-0040,118.45,PO-414495,2025-04-29,2025-05-05,2025-05-03,4,-2,1,2025
Supplier A,PART-0074,239.84,PO-414496,2025-10-14,2025-10-26,2025-11-03,20,8,0,2025
Supplier A,PART-0053,230.0,PO-414497,2025-12-15,2026-01-07,2026-01-15,31,8,0,2025
Supplier C,PART-0073,62.78,PO-414498,2025-02-06,2025-02-10,2025-02-07,1,-3,1,2025
Supplier B,PART-0080,262.06,PO-414499,2025-08-19,2025-09-09,2025-09-17,29,8,0,2025
Supplier A,PART-0086,165.49,PO-414500,2025-01-07,2025-01-21,2025-01-29,22,8,0,2025
Supplier A,PART-0061,298.37,PO-414501,2025-03-25,2025-04-04,2025-04-16,22,12,0,2025
Supplier A,PART-0042,251.98,PO-414502,2025-03-28,2025-04-13,2025-04-14,17,1,0,2025
Supplier B,PART-0069,207.47,PO-414503,2024-03-21,2024-04-12,2024-04-15,25,3,0,2024
Supplier C,PART-0093,52.43,PO-414504,2025-07-04,2025-07-11,2025-07-09,5,-2,1,2025
Supplier C,PART-0039,189.5,PO-414505,2025-03-02,2025-03-21,2025-03-30,28,9,0,2025
Supplier A,PART-0036,206.39,PO-414506,2024-07-05,2024-07-29,2024-08-04,30,6,0,2024
Supplier C,PART-0052,219.3,PO-414507,2024-10-20,2024-11-02,2024-11-12,23,10,0,2024
Supplier A,PART-0010,95.91,PO-414508,2024-10-03,2024-10-09,2024-10-07,4,-2,1,2024
Supplier B,PART-0036,109.09,PO-414509,2025-04-15,2025-04-18,2025-04-14,-1,-4,1,2025
Supplier C,PART-0085,97.77,PO-414510,2024-12-30,2025-01-04,2024-12-31,1,-4,1,2024
Supplier B,PART-0006,319.26,PO-414511,2024-04-01,2024-04-25,2024-05-05,34,10,0,2024
Supplier B,PART-0033,360.45,PO-414512,2025-09-12,2025-10-06,2025-10-13,31,7,0,2025
Supplier B,PART-0093,284.42,PO-414513,2024-06-10,2024-06-25,2024-07-09,29,14,0,2024
Supplier A,PART-0012,98.83,PO-414514,2025-06-04,2025-06-07,2025-06-06,2,-1,1,2025
Supplier C,PART-0035,358.25,PO-414515,2025-08-04,2025-08-29,2025-09-09,36,11,0,2025
Supplier C,PART-0061,266.12,PO-414516,2025-08-27,2025-09-18,2025-09-21,25,3,0,2025
Supplier C,PART-0078,101.15,PO-414517,2025-06-15,2025-06-20,2025-06-20,5,0,1,2025
Supplier A,PART-0050,336.83,PO-414518,2025-05-24,2025-06-15,2025-06-19,26,4,0,2025
Supplier A,PART-0021,68.77,PO-414519,2024-01-19,2024-01-25,2024-01-22,3,-3,1,2024
Supplier B,PART-0090,327.62,PO-414520,2025-04-07,2025-04-21,2025-05-02,25,11,0,2025
Supplier B,PART-0036,97.2,PO-414521,2025-03-17,2025-03-22,2025-03-22,5,0,1,2025
Supplier A,PART-0044,373.15,PO-414522,2025-11-14,2025-12-08,2025-12-17,33,9,0,2025
Supplier C,PART-0008,388.78,PO-414523,2025-04-17,2025-05-02,2025-05-06,19,4,0,2025
Supplier B,PART-0037,54.17,PO-414524,2024-02-04,2024-02-07,2024-02-02,-2,-5,1,2024
Supplier B,PART-0066,130.1,PO-414525,2024-02-21,2024-02-25,2024-02-24,3,-1,1,2024
Supplier C,PART-0081,125.17,PO-414526,2025-06-18,2025-06-22,2025-06-22,4,0,1,2025
Supplier A,PART-0032,125.46,PO-414527,2024-05-29,2024-06-05,2024-06-05,7,0,1,2024
Supplier B,PART-0041,117.99,PO-414528,2024-12-20,2024-12-24,2024-12-21,1,-3,1,2024
Supplier C,PART-0075,76.69,PO-414529,2024-11-01,2024-11-06,2024-11-02,1,-4,1,2024
Supplier B,PART-0097,268.24,PO-414530,2025-02-04,2025-02-18,2025-03-02,26,12,0,2025
Supplier A,PART-0091,246.4,PO-414531,2025-07-22,2025-08-10,2025-08-22,31,12,0,2025
Supplier B,PART-0002,212.83,PO-414532,2025-12-28,2026-01-17,2026-01-21,24,4,0,2025
Supplier A,PART-0023,66.96,PO-414533,2025-07-31,2025-08-07,2025-08-06,6,-1,1,2025
Supplier B,PART-0098,286.22,PO-414534,2024-02-18,2024-03-14,2024-03-17,28,3,0,2024
Supplier A,PART-0071,318.24,PO-414535,2024-10-08,2024-10-26,2024-11-10,33,15,0,2024
Supplier C,PART-0068,79.85,PO-414536,2024-10-24,2024-10-31,2024-10-31,7,0,1,2024
Supplier B,PART-0053,85.74,PO-414537,2024-06-11,2024-06-15,2024-06-14,3,-1,1,2024
Supplier C,PART-0019,266.38,PO-414538,2024-02-18,2024-02-29,2024-03-04,15,4,0,2024
Supplier B,PART-0076,206.05,PO-414539,2024-04-06,2024-04-18,2024-04-30,24,12,0,2024
Supplier B,PART-0077,365.14,PO-414540,2025-03-17,2025-04-05,2025-04-09,23,4,0,2025
Supplier C,PART-0092,84.97,PO-414541,2024-10-02,2024-10-06,2024-10-01,-1,-5,1,2024
Supplier C,PART-0026,360.36,PO-414542,2025-07-10,2025-07-28,2025-08-03,24,6,0,2025
Supplier B,PART-0026,355.01,PO-414543,2025-01-17,2025-02-02,2025-02-15,29,13,0,2025
Supplier B,PART-0016,201.63,PO-414544,2024-02-28,2024-03-17,2024-03-25,26,8,0,2024
Supplier C,PART-0017,184.9,PO-414545,2025-11-28,2025-12-22,2025-12-30,32,8,0,2025
Supplier A,PART-0096,192.34,PO-414546,2025-02-09,2025-02-22,2025-03-06,25,12,0,2025
Supplier B,PART-0007,180.06,PO-414547,2025-04-15,2025-05-02,2025-05-14,29,12,0,2025
Supplier B,PART-0028,184.34,PO-414548,2024-05-04,2024-05-14,2024-05-21,17,7,0,2024
Supplier C,PART-0055,239.36,PO-414549,2025-10-29,2025-11-17,2025-11-22,24,5,0,2025
Supplier B,PART-0095,296.44,PO-414550,2024-09-30,2024-10-10,2024-10-21,21,11,0,2024
Supplier A,PART-0023,80.76,PO-414551,2025-11-10,2025-11-16,2025-11-13,3,-3,1,2025
Supplier B,PART-0034,91.68,PO-414552,2025-11-21,2025-11-24,2025-11-20,-1,-4,1,2025
Supplier A,PART-0010,141.67,PO-414553,2024-08-09,2024-08-14,2024-08-11,2,-3,1,2024
Supplier A,PART-0043,234.18,PO-414554,2024-12-30,2025-01-13,2025-01-23,24,10,0,2024
Supplier C,PART-0018,286.34,PO-414555,2025-07-31,2025-08-14,2025-08-17,17,3,0,2025
Supplier B,PART-0017,298.18,PO-414556,2025-11-20,2025-12-11,2025-12-20,30,9,0,2025
Supplier C,PART-0025,398.73,PO-414557,2025-05-16,2025-05-27,2025-05-31,15,4,0,2025
Supplier C,PART-0061,178.46,PO-414558,2025-11-23,2025-12-16,2025-12-20,27,4,0,2025
Supplier A,PART-0038,346.37,PO-414559,2024-07-18,2024-08-02,2024-08-05,18,3,0,2024
Supplier A,PART-0052,221.02,PO-414560,2024-10-26,2024-11-10,2024-11-18,23,8,0,2024
Supplier B,PART-0052,108.52,PO-414561,2025-01-08,2025-01-15,2025-01-13,5,-2,1,2025
Supplier A,PART-0006,124.64,PO-414562,2025-11-27,2025-12-04,2025-12-02,5,-2,1,2025
Supplier A,PART-0043,180.3,PO-414563,2024-06-18,2024-06-28,2024-06-30,12,2,0,2024
Supplier A,PART-0031,70.09,PO-414564,2025-09-29,2025-10-03,2025-09-28,-1,-5,1,2025
Supplier B,PART-0042,95.14,PO-414565,2025-06-28,2025-07-05,2025-07-04,6,-1,1,2025
Supplier B,PART-0042,88.8,PO-414566,2024-01-29,2024-02-04,2024-02-03,5,-1,1,2024
Supplier A,PART-0040,297.4,PO-414567,2025-11-23,2025-12-12,2025-12-24,31,12,0,2025
Supplier C,PART-0074,69.24,PO-414568,2024-09-05,2024-09-11,2024-09-11,6,0,1,2024
Supplier B,PART-0082,365.42,PO-414569,2024-02-13,2024-02-25,2024-02-26,13,1,0,2024
Supplier A,PART-0002,106.38,PO-414570,2025-06-19,2025-06-23,2025-06-19,0,-4,1,2025
Supplier A,PART-0086,208.74,PO-414571,2024-11-03,2024-11-26,2024-12-05,32,9,0,2024
Supplier B,PART-0025,170.32,PO-414572,2025-01-03,2025-01-16,2025-01-26,23,10,0,2025
Supplier B,PART-0096,240.28,PO-414573,2025-07-03,2025-07-18,2025-07-23,20,5,0,2025
Supplier A,PART-0027,148.43,PO-414574,2025-12-08,2025-12-12,2025-12-07,-1,-5,1,2025
Supplier B,PART-0033,343.16,PO-414575,2024-01-11,2024-01-22,2024-02-06,26,15,0,2024
Supplier B,PART-0036,137.49,PO-414576,2024-12-13,2024-12-19,2024-12-19,6,0,1,2024
Supplier B,PART-0012,367.76,PO-414577,2025-04-16,2025-05-04,2025-05-10,24,6,0,2025
Supplier B,PART-0006,171.72,PO-414578,2024-06-15,2024-07-05,2024-07-16,31,11,0,2024
Supplier C,PART-0028,343.72,PO-414579,2024-12-12,2024-12-22,2025-01-04,23,13,0,2024
Supplier A,PART-0053,268.09,PO-414580,2024-06-18,2024-07-11,2024-07-17,29,6,0,2024
Supplier C,PART-0053,217.61,PO-414581,2025-02-22,2025-03-15,2025-03-19,25,4,0,2025
Supplier B,PART-0067,263.39,PO-414582,2025-06-13,2025-07-03,2025-07-07,24,4,0,2025
Supplier B,PART-0043,69.25,PO-414583,2024-08-21,2024-08-26,2024-08-22,1,-4,1,2024
Supplier C,PART-0054,310.06,PO-414584,2024-06-07,2024-06-30,2024-07-06,29,6,0,2024
Supplier A,PART-0040,394.34,PO-414585,2025-05-25,2025-06-08,2025-06-15,21,7,0,2025
Supplier B,PART-0075,175.42,PO-414586,2024-06-12,2024-07-04,2024-07-13,31,9,0,2024
Supplier C,PART-0048,238.87,PO-414587,2025-12-15,2026-01-03,2026-01-17,33,14,0,2025
Supplier A,PART-0008,106.6,PO-414588,2024-03-16,2024-03-22,2024-03-21,5,-1,1,2024
Supplier A,PART-0075,326.87,PO-414589,2025-10-02,2025-10-27,2025-11-10,39,14,0,2025
Supplier B,PART-0016,285.33,PO-414590,2024-09-29,2024-10-09,2024-10-20,21,11,0,2024
Supplier C,PART-0085,124.36,PO-414591,2025-03-02,2025-03-06,2025-03-04,2,-2,1,2025
Supplier C,PART-0016,166.88,PO-414592,2024-12-31,2025-01-10,2025-01-20,20,10,0,2024
Supplier A,PART-0030,141.54,PO-414593,2024-08-21,2024-08-28,2024-08-26,5,-2,1,2024
Supplier C,PART-0074,80.15,PO-414594,2024-05-28,2024-05-31,2024-05-28,0,-3,1,2024
Supplier B,PART-0039,132.8,PO-414595,2024-05-24,2024-05-29,2024-05-26,2,-3,1,2024
Supplier A,PART-0016,106.32,PO-414596,2025-12-25,2025-12-29,2025-12-26,1,-3,1,2025
Supplier B,PART-0011,251.7,PO-414597,2025-07-23,2025-08-15,2025-08-18,26,3,0,2025
Supplier B,PART-0029,200.03,PO-414598,2025-03-05,2025-03-26,2025-04-08,34,13,0,2025
Supplier A,PART-0087,354.59,PO-414599,2025-01-26,2025-02-06,2025-02-19,24,13,0,2025
Supplier B,PART-0024,299.11,PO-414600,2025-10-08,2025-10-20,2025-11-02,25,13,0,2025
Supplier B,PART-0009,170.12,PO-414601,2024-09-01,2024-09-26,2024-09-30,29,4,0,2024
Supplier A,PART-0013,105.15,PO-414602,2025-01-24,2025-01-28,2025-01-25,1,-3,1,2025
Supplier B,PART-0092,305.37,PO-414603,2025-06-16,2025-07-04,2025-07-05,19,1,0,2025
Supplier B,PART-0050,82.37,PO-414604,2025-12-04,2025-12-08,2025-12-06,2,-2,1,2025
Supplier C,PART-0069,75.48,PO-414605,2025-03-18,2025-03-22,2025-03-19,1,-3,1,2025
Supplier A,PART-0056,176.03,PO-414606,2024-02-25,2024-03-11,2024-03-20,24,9,0,2024
Supplier A,PART-0098,194.98,PO-414607,2024-06-28,2024-07-15,2024-07-22,24,7,0,2024
Supplier C,PART-0006,388.32,PO-414608,2025-03-02,2025-03-19,2025-04-03,32,15,0,2025
Supplier B,PART-0044,142.86,PO-414609,2025-08-11,2025-08-14,2025-08-10,-1,-4,1,2025
Supplier C,PART-0028,184.36,PO-414610,2025-04-19,2025-04-30,2025-05-14,25,14,0,2025
Supplier B,PART-0039,114.96,PO-414611,2025-06-09,2025-06-12,2025-06-07,-2,-5,1,2025
Supplier B,PART-0057,146.94,PO-414612,2024-08-15,2024-08-21,2024-08-20,5,-1,1,2024
Supplier A,PART-0093,286.32,PO-414613,2024-06-01,2024-06-12,2024-06-25,24,13,0,2024
Supplier A,PART-0078,272.68,PO-414614,2024-05-13,2024-05-30,2024-06-06,24,7,0,2024
Supplier B,PART-0076,382.83,PO-414615,2025-04-30,2025-05-17,2025-05-28,28,11,0,2025
Supplier C,PART-0071,129.86,PO-414616,2024-08-31,2024-09-06,2024-09-01,1,-5,1,2024
Supplier A,PART-0049,327.13,PO-414617,2024-01-21,2024-02-12,2024-02-27,37,15,0,2024
Supplier B,PART-0042,114.97,PO-414618,2025-08-31,2025-09-03,2025-08-30,-1,-4,1,2025
Supplier C,PART-0096,102.62,PO-414619,2024-12-10,2024-12-15,2024-12-11,1,-4,1,2024
Supplier C,PART-0018,317.68,PO-414620,2024-01-07,2024-01-28,2024-02-10,34,13,0,2024
Supplier C,PART-0085,133.22,PO-414621,2025-07-19,2025-07-23,2025-07-20,1,-3,1,2025
Supplier A,PART-0077,281.03,PO-414622,2024-06-23,2024-07-12,2024-07-21,28,9,0,2024
Supplier C,PART-0085,129.75,PO-414623,2024-04-19,2024-04-25,2024-04-25,6,0,1,2024
Supplier C,PART-0020,374.49,PO-414624,2025-11-16,2025-11-26,2025-11-27,11,1,0,2025
Supplier B,PART-0053,83.77,PO-414625,2025-09-03,2025-09-08,2025-09-08,5,0,1,2025
Supplier C,PART-0067,116.47,PO-414626,2025-10-27,2025-11-03,2025-11-03,7,0,1,2025
Supplier A,PART-0084,368.07,PO-414627,2024-08-14,2024-09-05,2024-09-09,26,4,0,2024
Supplier B,PART-0048,136.01,PO-414628,2024-10-08,2024-10-11,2024-10-08,0,-3,1,2024
Supplier B,PART-0032,305.86,PO-414629,2024-12-30,2025-01-11,2025-01-26,27,15,0,2024
Supplier A,PART-0075,391.62,PO-414630,2024-11-11,2024-11-30,2024-12-13,32,13,0,2024
Supplier C,PART-0080,68.17,PO-414631,2024-08-18,2024-08-22,2024-08-22,4,0,1,2024
Supplier A,PART-0099,266.01,PO-414632,2024-11-09,2024-11-25,2024-11-28,19,3,0,2024
Supplier B,PART-0093,252.57,PO-414633,2024-07-11,2024-07-25,2024-07-31,20,6,0,2024
Supplier B,PART-0075,339.46,PO-414634,2025-11-24,2025-12-18,2025-12-28,34,10,0,2025
Supplier A,PART-0054,241.61,PO-414635,2025-01-17,2025-02-08,2025-02-17,31,9,0,2025
Supplier A,PART-0025,131.28,PO-414636,2025-08-27,2025-09-01,2025-08-27,0,-5,1,2025
Supplier A,PART-0087,394.68,PO-414637,2024-07-16,2024-07-31,2024-08-15,30,15,0,2024
Supplier A,PART-0020,134.74,PO-414638,2025-04-30,2025-05-03,2025-04-29,-1,-4,1,2025
Supplier C,PART-0081,86.02,PO-414639,2025-01-30,2025-02-06,2025-02-03,4,-3,1,2025
Supplier C,PART-0006,338.83,PO-414640,2024-12-03,2024-12-16,2024-12-20,17,4,0,2024
Supplier B,PART-0066,96.27,PO-414641,2025-05-21,2025-05-25,2025-05-24,3,-1,1,2025
Supplier B,PART-0080,161.56,PO-414642,2024-08-06,2024-08-28,2024-09-05,30,8,0,2024
Supplier A,PART-0010,123.1,PO-414643,2024-03-22,2024-03-26,2024-03-22,0,-4,1,2024
Supplier B,PART-0096,285.26,PO-414644,2025-07-25,2025-08-14,2025-08-27,33,13,0,2025
Supplier A,PART-0056,184.63,PO-414645,2025-12-30,2026-01-11,2026-01-17,18,6,0,2025
Supplier A,PART-0066,294.36,PO-414646,2024-09-16,2024-10-09,2024-10-15,29,6,0,2024
Supplier A,PART-0053,331.63,PO-414647,2025-03-21,2025-04-04,2025-04-09,19,5,0,2025
Supplier C,PART-0094,115.31,PO-414648,2025-12-25,2026-01-01,2025-12-31,6,-1,1,2025
Supplier A,PART-0010,83.58,PO-414649,2024-03-21,2024-03-24,2024-03-24,3,0,1,2024
Supplier A,PART-0038,231.35,PO-414650,2025-06-25,2025-07-14,2025-07-19,24,5,0,2025
Supplier B,PART-0016,315.03,PO-414651,2025-04-15,2025-05-07,2025-05-12,27,5,0,2025
Supplier B,PART-0073,162.3,PO-414652,2025-11-29,2025-12-15,2025-12-17,18,2,0,2025
Supplier C,PART-0027,281.48,PO-414653,2025-08-23,2025-09-02,2025-09-04,12,2,0,2025
Supplier A,PART-0029,72.83,PO-414654,2024-07-06,2024-07-12,2024-07-11,5,-1,1,2024
Supplier B,PART-0013,206.89,PO-414655,2024-02-04,2024-02-26,2024-03-12,37,15,0,2024
Supplier C,PART-0018,272.19,PO-414656,2024-09-10,2024-09-26,2024-10-01,21,5,0,2024
Supplier B,PART-0064,107.2,PO-414657,2025-11-27,2025-12-04,2025-11-29,2,-5,1,2025
Supplier A,PART-0058,165.96,PO-414658,2025-04-12,2025-04-23,2025-05-04,22,11,0,2025
Supplier B,PART-0082,172.04,PO-414659,2024-01-28,2024-02-09,2024-02-10,13,1,0,2024
Supplier C,PART-0010,314.25,PO-414660,2025-09-17,2025-09-30,2025-10-04,17,4,0,2025
Supplier A,PART-0087,264.34,PO-414661,2025-11-18,2025-12-12,2025-12-15,27,3,0,2025
Supplier A,PART-0029,57.47,PO-414662,2025-05-28,2025-06-04,2025-06-01,4,-3,1,2025
Supplier B,PART-0028,387.49,PO-414663,2025-12-06,2025-12-17,2025-12-18,12,1,0,2025
Supplier B,PART-0028,371.27,PO-414664,2024-10-05,2024-10-15,2024-10-17,12,2,0,2024
Supplier C,PART-0061,223.8,PO-414665,2025-05-28,2025-06-20,2025-06-28,31,8,0,2025
Supplier C,PART-0017,233.61,PO-414666,2025-02-25,2025-03-11,2025-03-21,24,10,0,2025
Supplier B,PART-0082,300.29,PO-414667,2024-10-26,2024-11-05,2024-11-14,19,9,0,2024
Supplier B,PART-0089,217.83,PO-414668,2025-11-03,2025-11-15,2025-11-29,26,14,0,2025
Supplier C,PART-0048,188.31,PO-414669,2025-09-25,2025-10-06,2025-10-12,17,6,0,2025
Supplier B,PART-0010,386.25,PO-414670,2024-12-14,2025-01-03,2025-01-05,22,2,0,2024
Supplier B,PART-0091,218.54,PO-414671,2024-09-09,2024-10-03,2024-10-11,32,8,0,2024
Supplier A,PART-0007,134.47,PO-414672,2025-09-23,2025-09-26,2025-09-21,-2,-5,1,2025
Supplier B,PART-0059,51.75,PO-414673,2024-01-25,2024-01-29,2024-01-28,3,-1,1,2024
Supplier A,PART-0052,249.57,PO-414674,2025-05-29,2025-06-09,2025-06-16,18,7,0,2025
Supplier A,PART-0042,387.94,PO-414675,2024-12-22,2025-01-11,2025-01-17,26,6,0,2024
Supplier B,PART-0060,54.06,PO-414676,2024-04-03,2024-04-08,2024-04-04,1,-4,1,2024
Supplier B,PART-0021,365.84,PO-414677,2025-03-04,2025-03-26,2025-04-08,35,13,0,2025
Supplier B,PART-0094,196.35,PO-414678,2024-04-07,2024-04-30,2024-05-05,28,5,0,2024
Supplier C,PART-0071,96.74,PO-414679,2025-12-07,2025-12-10,2025-12-09,2,-1,1,2025
Supplier B,PART-0055,97.53,PO-414680,2024-12-06,2024-12-10,2024-12-08,2,-2,1,2024
Supplier B,PART-0013,383.6,PO-414681,2024-01-15,2024-01-30,2024-01-31,16,1,0,2024
Supplier B,PART-0072,251.96,PO-414682,2025-04-10,2025-04-29,2025-05-13,33,14,0,2025
Supplier C,PART-0041,174.61,PO-414683,2024-07-24,2024-08-09,2024-08-24,31,15,0,2024
Supplier A,PART-0060,364.0,PO-414684,2025-04-30,2025-05-25,2025-05-27,27,2,0,2025
Supplier C,PART-0057,269.39,PO-414685,2024-08-17,2024-09-09,2024-09-16,30,7,0,2024
